str1,str2,date1,int1,float1,date2,str5,str6,str3,int2,float2,str4
BBB16KnyfS1,5NQv7oSJ,1962-11-23,50,-1.055,1985-02-04,,,2mmtjJEJ,-32,-2.412,BBB
BBB04DNTSnk,5NtgEFBT,2004-05-08,-41,-8.74,1987-11-02,,,iT4QQWAo,17,-3.612,BBB
HHHYVonVmmb,5ntsIqrS,1964-04-22,-54,0.468,1964-11-02,,,VruhFOO3,-27,-8.95,HHH
AAAv7BL6aDL,5nTtRGNF,1979-04-16,94,5.159,,,,qQbrkPfy,64,-0.34,AAA
CCRES0Vhn4,5NvJShD3,1988-03-22,62,4.556,2011-11-10,,,jlNbWoPx,22,6.6,CCR
HHHIEyDBP8Y,5NvM3ZEJ,2007-01-25,-38,6.664,1984-10-01,,,ESztCI6C,75,8.702,HHH
DDDDRzPh7lzZ,5NvXpjFV,1969-05-14,5,7.641,1983-08-10,,,DKIRKl8F,-50,-3.439,DDD
GG5Own09tP,5nxH7MaS,2003-07-05,4,-2.436,2017-02-13,,,uHgCzVf0,-30,-3.641,GG5
KKWr4pn1Qr,5NzrXBf3,2009-12-16,17,0.754,2011-04-14,,,W9m4MA10,73,-3.301,KKW
CCc7QNUSkF,5NzzgJjG,1952-07-02,-62,-9.71,2004-08-18,,,wSMyPqCD,-50,4.019,CCc
CCjZizQQuS,5O20xfRE,2012-10-22,61,6.017,1993-07-01,,,pTMGPp4b,27,4.733,CCj
KKqAQuBInX,5o2jp5YV,1990-03-08,20,4.071,2012-06-19,,,Q47PSgPU,-27,9.83,KKq
KK4uQP9uUU,5O3GXYNi,1979-11-07,-3,8.638,1956-01-10,,,z9kt2CWu,-15,1.153,KK4
KK3GNW2Apm,5O5s2Ryx,1966-01-02,-93,4.155,1992-10-31,,,HoQqvW8l,-42,6.173,KK3
KKF9F32P4E,5o5uuePO,1990-01-02,-27,7.32,1964-11-09,,,y5fFzNoq,63,-0.357,KKF
LLLIHwvrH4h,5o9Q3c1p,1975-05-16,93,8.275,1975-10-02,,,vkraQ5jU,61,7.47,LLL
BBBGVsIfNXN,5OAur3eO,1990-07-24,51,-9.229,1967-10-23,,,9k9BQbFt,32,-1.642,BBB
EEEUWosDkWT,5ObnUCBc,1972-06-10,-50,9.776,1966-12-16,,,Q8kXrlD7,95,9.865,EEE
EEE0iEAifQz,5oDilAHs,2016-05-04,33,4.041,2008-06-24,,,sjApgO72,6,5.398,EEE
DDDDw8ScQzf2,5oEPzxbc,1998-05-24,-81,-5.057,1954-01-26,,,6KvhzDij,-8,-3.859,DDD
DDDDK8WpQ9H3,5oFcmkhI,1965-02-07,-90,-2.389,2010-01-17,,,VON1UPh7,78,-2.989,DDD
KKAhKC43el,5oGxhLhr,2008-05-26,38,-2.966,1986-09-12,,,C3JaKxSC,80,-1.032,KKA
GG5XPloKXy,5OYOq7Fy,1979-01-10,-74,-7.695,1956-12-13,,,AjlPgrw5,-6,7.787,GG5
EEEVeC3DjWV,5oyW26eu,2001-12-09,9,-8.648,1995-01-05,,,VAbZwlba,-58,5.104,EEE
FFyHPVlfxh,5Ojkm2ue,1952-02-07,59,5.677,2012-04-30,,,YrXq8Z5F,34,7.112,FFy
AAAJ3yELCDo,5oKQ4mes,1976-03-30,-57,2.51,1986-05-13,,,3hOpafaX,74,-1.314,AAA
BBBYxH3bc2T,5om53Z3z,2008-07-10,-85,-6.357,1954-11-24,,,HCCcLWLT,-75,-7.937,BBB
HHHaOJIuVfL,5oOs5Wom,1998-10-21,-32,3.556,1985-09-15,,,jlR7tMj5,-42,-2.854,HHH
DDDDwececLOa,5OQAk21U,1999-03-23,54,-3.277,1958-08-27,,,iBqvOlxk,95,-7.49,DDD
DDDDKwF7CfRW,5oQSCK2s,1965-07-25,96,-0.291,1982-01-23,,,BYZPSgnu,-3,-5.181,DDD
FFrarASbe9,5orLculy,1995-11-26,-22,-3.53,2006-06-20,,,7408cKz1,80,9.27,FFr
FFS2C6Hw2g,5orSRuOr,1987-03-09,33,1.242,2016-07-31,,,arf7u7bY,50,6.404,FFS
GGt0DQ67Bi,5OS8EIHp,1968-08-08,5,-5.544,2003-03-18,,,KbM25u5c,21,4.94,GGt
BBBZxzRvPln,5OV78xs1,1958-09-18,89,8.638,1956-12-28,,,fZEBpbuh,-11,-0.309,BBB
FFE0752N6B,5oW0OpQv,1991-09-01,-61,-6.415,1976-06-07,,,9mRfKkvT,-91,4.218,FFE
DDDDbXiJaxBG,5p0O7q4o,1974-10-16,26,0.908,1980-08-03,,,T9y2yNsP,-63,-1.425,DDD
KKYlja8L2o,5p0xryqM,1954-09-03,-96,1.256,1995-06-24,,,kWA0Attg,-85,1.059,KKY
EEEcymKTKyK,5PbQez5i,2002-12-31,-89,-5.768,1962-05-26,,,kyZMNiyg,-78,-7.346,EEE
HHHQlNHr735,5pGJaaCH,2016-12-24,84,3.298,1972-01-10,,,8rmRg8Ju,71,-7.554,HHH
EEEhWD7xc1m,5pGOpiDW,1990-10-28,-68,3.704,1969-07-09,,,MPPwWJqG,-66,-6.586,EEE
KKI5QAWNYn,5PGQ1wbx,1956-03-08,76,-1.033,1980-07-03,,,kzP6bVg3,-44,-6.062,KKI
HHH5A9hLml1,5PhasETq,1956-06-14,-68,-0.802,1954-09-11,,,M7VACE2G,-26,-4.602,HHH
FFwt5SG8GG,5PykClJ8,1994-04-06,61,3.76,1972-01-08,,,eLIggWLP,44,6.307,FFw
HHHIui7nyg9,5PYmaCKU,2004-02-07,9,-0.349,2008-09-01,,,ft8U2Zsr,-47,4.713,HHH
DDDDqSJkHvYQ,5pJ9kqaW,2004-03-06,40,-6.278,1979-01-03,,,fMczwiau,87,6.557,DDD
LLLzMZJh1Vi,5pKBv19j,1980-01-26,-3,9.311,1997-09-11,,,JakMuA9h,39,-8.376,LLL
LLLPjZk6Bpo,5Plvgh3F,2009-02-15,-90,-8.407,2016-06-09,,,MQwr1Ck3,-46,4.226,LLL
LLLtFcbpzl2,5PLXvF0L,1972-04-30,-99,-5.643,1996-01-01,,,c97Kxw7W,-20,-7.176,LLL
FF0r0Bt1pE,5pmD6nl6,1985-12-14,-27,2.389,1967-07-27,,,hitehoTh,47,-9.521,FF0
HHHs8ZqMXz4,5PnpiTbt,2006-08-31,17,-3.606,1970-10-07,,,g43qpfnn,50,-4.817,HHH
BBBYAWvEkfX,5PQ9Oxsr,1951-07-03,76,-8.982,1975-02-02,,,CAZEtRT7,-43,-5.183,BBB
AAAwDuTbBVB,5PStw8rQ,2011-01-24,-54,-6.867,1967-11-29,,,v89OcoL7,41,0.426,AAA
KK0m9zDmZn,5pUH2nLe,1959-06-14,17,-4.55,1986-03-23,,,IkmHIghC,36,0.693,KK0
HHHazVN34eP,5puHu7bO,1967-01-20,-30,-0.629,1978-04-13,,,KQvz53uR,100,-9.012,HHH
EEEwlWtwyRY,5PwGpSYf,1959-02-10,41,-8.37,1953-09-02,,,MNU89W6R,51,-3.523,EEE
HHHE2cvNgzZ,5PZ11IRs,1989-07-15,1,8.003,1954-03-23,,,RvGe9EYR,-62,-1.257,HHH
FFT6ln2UeZ,5PZoxnpB,1962-11-06,-36,6.036,2010-09-19,,,mszbz0pj,-38,-6.358,FFT
AAAyhUkDBlX,5q06itPj,1986-06-21,-89,2.507,1997-06-17,,,4FB2Slw3,76,1.919,AAA
GGumGNqfeQ,5q0libtJ,2009-03-01,64,-5.868,1984-12-06,,,872ui5Wt,70,6.368,GGu
CCWoTFxbCn,5q0XsX7A,2014-05-23,-93,8.043,1985-08-25,,,gVoq7Rno,-72,-3.994,CCW
CCZEaDV5KX,5q173VEO,1998-10-01,79,0.022,2008-08-07,,,CgyoUYLx,41,-0.292,CCZ
GGmnlxFPCC,5Q3l4m4L,2016-03-09,-13,3.271,1953-04-07,,,ytC98yNC,0,-2.194,GGm
FF1NDUSSYS,5q8V38cS,1978-11-09,-89,1.795,1996-12-26,,,ZvFB1xHy,84,-2.636,FF1
GGNAh1ibw7,5q9zoxsY,1967-06-28,-47,2.892,1983-06-20,,,WZ90hrHr,72,7.265,GGN
EEEqabueaRG,5QBfLlbQ,1994-01-17,5,-8.165,2014-10-16,,,XYuypuWT,98,-0.853,EEE
BBBF0mMDaFV,5qCcxRhM,2017-05-08,77,9.826,2007-02-27,,,wM2SNPaH,-57,9.015,BBB
CCx4jK0UwM,5qCpm1Yz,1993-09-28,59,2.287,1959-06-26,,,gPCbmcue,6,-0.851,CCx
DDDDNx1LwzvG,5qDbG17W,1968-02-28,95,2.101,1992-11-10,,,1tEjXXTL,78,-5.946,DDD
KKNp0H5YkH,5QeDOU3e,1959-11-05,94,2.52,2000-01-22,,,e8rJpSJt,-3,-7.631,KKN
FF9kthUHep,5QEkoWSo,1980-12-04,39,-4.745,1997-04-04,,,a6nENVW6,-40,-8.932,FF9
FFiQVw0IHS,5qERGDTa,1995-01-26,-35,-0.049,1988-06-19,,,UZRP4WKn,-60,-4.687,FFi
LLLzwAmO2qf,5qfgAE3y,1954-08-13,-1,5.137,1957-02-16,,,Y5R7AxzE,88,1.459,LLL
EEEX7vWvYOX,5qfGt4JZ,2001-10-14,-74,-3.657,1986-06-13,,,gvBo6f3f,-17,2.676,EEE
AAAqGaXmqbe,5qgb2s2P,1963-11-20,-52,2.196,1978-02-20,,,AnB0tt4G,-86,7.381,AAA
KKjNi1IYr4,5QGv9O13,1996-06-12,-5,1.345,1988-02-29,,,Ghm8oVHX,36,-7.832,KKj
BBBAcXIXiS0,5QjFQbYA,2011-04-25,-11,0.367,1989-01-11,,,iz44PXZO,28,-6.499,BBB
DDDDsKqDtV0Q,5QjwizQ3,2001-08-15,-84,4.855,1960-11-19,,,UQpTDRwh,-54,-9.599,DDD
CCzuBwv9IL,5QK2wrWW,1970-04-21,-48,-3.654,1997-11-08,,,0bOcaIPF,84,5.231,CCz
FFnTojnghs,5Qk64W6o,1988-02-01,12,-4.725,2000-06-15,,,JFF9FafE,-4,2.413,FFn
CCb5I1nhCK,5qKmnRsg,1980-11-02,38,6.263,1988-04-16,,,zenT29xM,-19,-6.115,CCb
FFIQ50xaGg,5QKqc3tM,1966-07-07,84,-5.309,1964-09-16,,,uuq55qyl,-81,7.143,FFI
AAA5LuHDDqM,5qmpzM6c,1954-12-05,-88,-0.478,1976-07-02,,,MuN6Nwbv,35,6.742,AAA
HHHurUqiG53,5QoyOzbC,1962-04-23,-78,2.708,1960-06-19,,,DzWBpicv,-79,4.332,HHH
BBB39FoAX7s,5QOkpyLC,1984-09-17,38,0.02,1978-01-30,,,PO1Q88T5,88,8.733,BBB
LLL54GNrNrJ,5Qp9DyyC,1988-05-26,-34,-2.009,1977-09-29,,,QQZRbj1Y,-94,2.967,LLL
DDDDEow0hCmT,5QPwcxcg,1981-11-16,18,-5.963,1958-02-02,,,WLszQrMn,39,4.257,DDD
BBBmWZMOFlT,5QR8poGk,1987-10-29,43,-2.938,1952-11-07,,,IPunTh3a,61,2.31,BBB
CCiZi0UoaT,5qriLhAQ,2007-07-15,-74,-3.439,2011-10-21,,,lJcbkuIv,48,-2.242,CCi
CCHMJGDSjU,5QvhKSN4,1964-06-01,27,-2.051,1958-12-31,,,eU4XFSAC,80,-5.042,CCH
HHH9Imtk9Oh,5QvMeLSq,1997-06-28,72,-9.779,2011-02-17,,,R5Lquq65,-62,-4.796,HHH
GG1DTx7bin,5qw5kBCn,1989-10-17,-33,-5.262,2008-01-26,,,Kegj4FZZ,-42,7.72,GG1
EEEv0Yty44K,5QX2c0Wh,1955-02-10,-65,-0.313,1966-04-30,,,WM7e6uc7,9,-9.058,EEE
GG41e1zeEm,5qXHzDs9,1998-11-08,-96,-5.397,2002-05-24,,,XKNzFJxi,-100,-4.57,GG4
BBBxmWu4R5U,5QxlNVk6,2008-01-16,1,8.621,1975-01-06,,,K44NUG01,-13,4.537,BBB
DDDD0eQY4zkC,5qXSG1nY,1959-11-08,52,-3.897,1965-02-21,,,9GwlVlDo,84,9.14,DDD
HHHsibae5Rs,5r1zY2CI,2007-07-11,97,3.808,1994-02-07,,,sFpfFhnz,-4,7.219,HHH
AAAX6au2Qff,5R3a306m,1951-10-15,-33,-4.072,2005-03-24,,,OQUZOX6R,-72,4.434,AAA
EEEDVwtuqhi,5RAHKR0e,2004-05-30,3,-6.736,2014-06-05,,,FqiQWYUm,2,2.865,EEE
FFApKftkwO,5Rf2Dh3r,1956-10-22,43,6.792,2001-11-06,,,eqN6SH7I,-67,7.24,FFA
GGxqOoBvmD,5rfafba6,1984-07-16,10,-6.937,2014-07-22,,,hu9woo5l,-5,-7.655,GGx
HHH4ZWJmlt9,5rFcTXu8,2011-04-02,-52,1.898,1997-01-21,,,kT2Y5ZNg,-22,-4.345,HHH
CCumKp3mOa,5rG8Osxr,2001-11-30,61,4.217,1976-11-14,,,apOIV1Vf,31,2.297,CCu
DDDDHuwQvUGT,5RIfEvfj,2013-02-17,-47,4.172,1977-08-13,,,wZwkaQA8,64,0.744,DDD
AAA4Y0JJau2,5Ryok7sC,1952-08-13,-89,0.593,1985-07-31,,,46Sp5owc,35,-9.831,AAA
FFsJ4ozrPb,5rJE2HHT,1997-03-30,76,9.816,1982-01-22,,,iELTR2qt,-45,-5,FFs
DDDDyxMVPl08,5rjgl9zu,1983-06-14,-36,-2.843,1974-04-16,,,1EpEk7b8,18,-9.069,DDD
HHHNZBFflg2,5rjuRzcb,1956-08-11,-97,9.626,1997-01-28,,,CljTyuL1,81,8,HHH
LLLUqpiDhjG,5rm9fMGq,1969-02-11,-78,-2.031,2014-04-05,,,eVnbzIoK,-4,3.823,LLL
AAAHSLPt2Q3,5rNEoQgl,1996-06-06,17,2.549,2004-10-10,,,WjY9LNwv,53,-0.541,AAA
FF6DXVTeGi,5RogYGof,1975-08-06,8,3.523,1981-05-16,,,jETtN5jv,-99,6.93,FF6
KKLtFiFWVo,5RPfrhlo,1979-09-21,6,-6.695,1984-12-30,,,tBoNMuCm,42,2.35,KKL
FFAHZpaqr9,5rQStiTG,2015-04-17,60,6.165,2009-10-07,,,wyyYhWYA,66,1.821,FFA
BBBgWY4T8OL,5rR1XxGE,1969-01-27,-49,-9.062,1974-03-25,,,r4u7PYbX,43,7.516,BBB
LLL5fm6mgIB,5rRaFIFj,2007-11-29,90,-0.96,1979-11-20,,,IW2i1Dwx,-56,5.549,LLL
LLLcNUlDMBA,5RSS5JK6,1997-02-07,26,7.492,1972-04-02,,,n5A66XEA,58,4.104,LLL
FF7uOvlZhV,5rSvqBat,1955-02-13,-56,-7.759,2011-11-22,,,0P7m3DWb,42,-9.595,FF7
KKUXD4i0f1,5RuElUSU,2003-11-26,-68,-4.02,1967-07-29,,,Iqar54Kn,43,-2.296,KKU
BBBWqlQOWzK,5RVFTi2M,1988-04-25,4,7.626,1975-08-14,,,ThW52ri7,-24,-1.655,BBB
KK6FCbkXkS,5rxZ6fIO,1984-12-26,-7,-0.84,2012-09-14,,,nSZoCX6f,-69,-8.942,KK6
HHHOEUiDOVP,5rzHlyE3,1970-09-12,-93,7.901,2008-06-19,,,LhlLTf8n,-76,-0.838,HHH
LLLTKtofMoT,5RZuSERY,1993-05-13,19,7.62,1999-07-28,,,VgLPzsQK,-2,0.831,LLL
AAAAsSazwPo,5s1OaQza,1960-12-07,74,5.872,2013-08-12,,,SEGRC5Ws,-42,-2.662,AAA
AAAQMkO7UXk,5s6H3Db4,2011-08-04,22,7.947,1969-09-04,,,eXixx7Pw,45,-7.859,AAA
BBBGIzHe3Jy,5sai1sNj,1952-09-23,-14,-5.434,1965-12-16,,,Q99e3HTS,55,5.996,BBB
BBBMtFBzhmw,5saMtQuV,1969-06-21,-65,-9.161,1953-01-03,,,ql0oHKgn,-84,-1.567,BBB
FFWi7ltZot,5saw9czH,1954-10-17,-94,-5.55,1981-10-18,,,1aE0VbFP,-63,-2.321,FFW
EEEZKgl3gse,5SfZQ96w,1986-02-13,-9,2.214,2007-11-24,,,W3zZuiqm,31,-7.672,EEE
FF4AG9xAXx,5SGQX4Oh,2009-08-20,80,2.548,2001-09-30,,,EG7E74Qx,-42,-3.396,FF4
FFsgHeqiAE,5sKqDWcN,2001-01-23,93,-0.613,1954-01-07,,,k9YhPBfG,-45,1.522,FFs
BBBHjtu2O3L,5SKt6O5r,1960-02-16,-3,-5.126,1976-09-22,,,Z1TgYHED,-84,-1.06,BBB
FFy8MuPNo2,5sn01gyV,2003-04-07,-49,-4.153,2010-09-02,,,azp3LXYF,-24,-3.019,FFy
EEEju7ITNxD,5sOVZVaW,2006-12-29,-59,8.22,1983-08-11,,,Z5Lsh0oB,-17,0.813,EEE
CCETyngjwA,5sPu4YSU,1962-03-04,-37,3.824,1952-05-23,,,U1OvKKzD,37,-8.964,CCE
AAAgDvt5A69,5Sqvu37B,1981-08-25,55,-9.041,1981-01-16,,,s1UxIHa9,-69,4.667,AAA
DDDDy9uNGoxK,5Srk36I2,1980-01-17,-66,-1.67,1984-08-24,,,einh63WK,7,-3.941,DDD
GGegCDIeu1,5SV3WhYq,2014-12-21,-39,4.412,1983-07-23,,,GjUHe9gI,99,-4.723,GGe
KKlnjMwfPs,5sw7F0XJ,1975-02-28,42,8.618,1978-06-25,,,iCoEZ3HO,-34,-9.389,KKl
KKUXwRHbyJ,5swxq2b1,1979-11-24,-34,1.026,1951-05-08,,,OZEwQSgZ,-84,3.038,KKU
HHHYJlEY14K,5sx9JQDC,1983-08-10,82,3.522,2012-02-12,,,ChBnoljD,81,-0.42,HHH
AAAVnaLjP3o,5SxQHCv7,1972-09-21,93,-8.366,1985-06-03,,,BfuEIr5v,-82,-4.81,AAA
HHHXAOsV56V,5T1ZVhhJ,1996-04-12,98,-7.914,1968-01-25,,,v4lUME96,78,4.945,HHH
EEEcB1Vx5qZ,5T6XNIL4,2013-08-28,67,-1.495,1976-05-07,,,G5gO9ARX,56,-9.616,EEE
GGUa9x1hnc,5T8WFhaR,1990-01-07,-29,5.927,1993-06-07,,,X5EzjTHj,16,6.839,GGU
AAAS9aPko5y,5T9m2nZZ,1993-01-15,45,8.716,1970-12-04,,,yPXbhDNA,50,5.004,AAA
AAAID7OAsvY,5t9Xa9kr,2003-07-27,35,-6.539,2011-07-06,,,72nHwXNW,51,-3.881,AAA
KKDtlqJcBq,5tAIsvVr,2000-12-07,-75,-9.208,1977-11-25,,,1eZJtp3w,-60,1.935,KKD
CCyA3mq7QR,5taK2PhR,1952-04-13,-48,-4.129,1951-07-27,,,9JiVNnZz,-36,5.524,CCy
EEEvUlTB1jn,5TDCuz6D,2001-12-11,50,-3.897,2009-11-01,,,jMk0ESma,-75,-6.485,EEE
AAA076ahWtp,5teHcmsz,1975-01-07,23,-9.724,1983-05-08,,,nDUZqkpa,79,0.997,AAA
FFipvB16NU,5tFckQzZ,1981-01-05,89,-5.71,1995-10-16,,,GVCaRA9Q,-30,-6.598,FFi
DDDDxH257O7r,5tK04Y1f,2007-09-02,-86,5.316,1959-01-01,,,HWQbXPPD,96,-2.638,DDD
DDDDVYmkRlI0,5tMxqHlz,1970-11-02,-29,2.189,1973-08-31,,,uc5U7tLR,-20,1.306,DDD
DDDDjJTHDoJr,5TpoDym5,1990-07-07,69,6.868,1964-01-03,,,lIaEebCZ,90,-8.792,DDD
HHHfVMO0Pe0,5TPuxvLP,1960-08-06,-12,-2.567,1960-08-19,,,v5C51Uui,-76,4.441,HHH
HHHz3V9En4P,5TQJcjVT,1996-08-23,-65,2.623,1998-06-29,,,mHAsB6RS,0,-7.978,HHH
KKAp6IoitS,5TrFhVgX,2007-03-18,-2,5.12,1974-11-26,,,1fIzvxjq,93,-9.398,KKA
LLLSFFZyjD1,5tSuXONZ,1959-01-04,-24,8.118,1988-05-03,,,MbHXpEXa,-5,-9.994,LLL
LLL02S1vCeB,5TwJ057n,1952-11-22,99,-0.102,1978-12-10,,,G0V2TiZ8,46,9.751,LLL
FFa73rRNoi,5TWl8obD,1997-06-21,-98,1.366,1997-04-17,,,TITefClm,100,-6.422,FFa
LLLzr2xJwX7,5Twpoh19,1965-07-17,-41,-2.294,1952-10-16,,,3sWhMHJe,30,7.556,LLL
DDDDKegcYRLl,5U0HEDkK,1952-11-09,-84,9.636,1994-10-26,,,cKBukDmW,32,9.99,DDD
CCuVSiNh6K,5U1VLAEU,1986-07-29,43,-1.91,1981-10-02,,,pj8UufKK,-16,-7.819,CCu
EEEcitNgA1v,5u33x2cO,2008-03-05,17,-1.485,1955-01-10,,,Acw3GUJJ,-60,4.277,EEE
CCOMWaOtjz,5U6iAoZe,1955-11-12,82,-2.606,1954-05-28,,,MKRJx0uJ,58,-4.301,CCO
DDDD55ai13ZG,5u6WaSyc,2010-08-10,-73,1.077,1989-09-06,,,B3HaIzoc,-44,7.697,DDD
EEEQzG2JAiE,5uAbsMFi,1968-11-08,65,4.4,2003-01-11,,,oOk9DEUL,-69,-4.482,EEE
FFJqs5fNhv,5UBVkZ5X,1974-10-05,-6,-0.091,1976-12-14,,,rCRMR18F,17,-4.531,FFJ
LLLVcL1YBvO,5Uc9FtC6,2008-08-05,5,4.596,1967-05-18,,,DjS7KbJ4,-60,1.055,LLL
AAAPJzHfHjD,5UCUD38C,2005-05-15,-31,-3.994,1968-02-22,,,KT1V9kj6,-100,-4.961,AAA
HHHcxAUPwXF,5Ucv91Gu,1998-04-16,27,-9.778,1988-03-08,,,wofytpfL,-17,3.447,HHH
KK4PSzJNJe,5ueH3FXm,1976-12-27,14,2.696,2015-01-13,,,9sIPRncm,-81,9.477,KK4
CCW9bn5PS5,5UFkC1Ju,1963-10-30,-25,3.462,1996-05-18,,,GPSrjpNe,-2,1.503,CCW
FFrENFemBW,5UgfSNlI,1992-03-25,-94,-4.134,1977-09-14,,,6SR1B8ti,56,6.168,FFr
KKqzpNsNpk,5UGSBPDs,1998-03-24,-76,-0.434,1970-03-20,,,PC2jFJ99,26,6.213,KKq
LLLxkNi1FyW,5uGZhs0O,1982-10-22,-31,0.307,1971-12-10,,,0ancwRg5,-54,-4.996,LLL
BBBmJeR5gbQ,5UHQuPgu,1984-11-07,-7,4.988,2016-01-16,,,JeIYx74K,-25,-8.981,BBB
GGPlJJ8L27,5uyAbRzO,1986-12-06,-85,-3.114,1962-09-17,,,oIw6z8OB,72,-5.485,GGP
AAA84c0bg2R,5Uiv3AYO,2001-08-15,16,7.734,1999-11-08,,,4ghM31S1,41,0.079,AAA
AAA6Tg6MyIs,5uJBGpZl,1985-01-13,-47,-6.124,1978-08-04,,,2244X2kR,-14,-9.89,AAA
FF7wJ4oH38,5UjIRqVl,1994-03-23,1,-8.933,1998-02-02,,,g1x7gCak,-9,7.437,FF7
KKHAMq12KP,5UjRccbN,2001-07-09,-66,-6.75,2004-07-22,,,ECODt5Hz,-56,-6.18,KKH
AAAzag2m5Gv,5ujZA3h1,1959-11-26,-87,5.294,1983-09-27,,,xV6ywoat,-36,-8.002,AAA
FF8VvSkhZM,5Uk6yKOo,1987-08-06,27,-4.09,1989-09-17,,,SuEVaO4a,8,-6.08,FF8
KKlC5xypMr,5UlDE3Yp,1983-06-13,-81,-6.937,1997-11-16,,,7bD7ktvZ,89,1.54,KKl
BBBPa3S159u,5ULWsVtj,2013-06-15,66,-7.281,1998-05-02,,,zABpEgn4,-2,4.284,BBB
BBB817rsOtH,5ulZuMlG,1972-02-12,55,1.182,2015-02-15,,,K9ZYgbbs,-77,-0.631,BBB
KK6SeSfhbb,5UmPtTa8,1997-02-01,-80,-2.556,1987-01-06,,,u9rxylZP,-65,-7.08,KK6
GGjMp48qzW,5uNI8lXI,1985-01-25,-47,4.801,2002-03-30,,,KaACkY9g,94,3.759,GGj
AAAn7yOegLy,5uoiMfOf,2014-07-09,-39,-5.201,1954-12-27,,,YwTobwze,-1,5.693,AAA
EEE7Wryczrw,5UPjXjVh,1994-05-22,-39,8.434,1992-12-03,,,AMql63sO,16,-3.182,EEE
BBB5IhWsJA3,5uqIvbNi,1993-01-20,81,8.705,1976-11-30,,,tmA60cYH,-90,4.868,BBB
EEETFFUPf8D,5UQNESg5,2012-01-28,50,-5.271,2014-11-26,,,BaTUf77Q,48,0.445,EEE
DDDDjDtOshUv,5USDKLFH,1961-04-29,27,6.789,1959-06-08,,,Cv4wYAao,62,-8.844,DDD
BBBfnLmBwqz,5USyv272,1981-01-14,35,-5.118,1963-04-22,,,feGK2Umg,-67,-7.716,BBB
FFN0zXjPqF,5uTgr2jo,1981-01-21,-55,7.392,1979-04-13,,,Bi4wjYyt,11,-8.47,FFN
DDDDeCoqNJj8,5UuDmjCv,2015-10-24,28,4.371,1973-04-06,,,uxQQCujY,9,5.625,DDD
GGjLENMkWR,5Uvbbi50,1965-08-30,29,1.604,1962-10-07,,,DzP14kxA,-36,-4.044,GGj
BBBBp5ItoEu,5uXX9lUc,1952-06-27,-17,7.828,1961-10-22,,,0wCfyVQA,-85,5.705,BBB
KKmxhyoiZn,5v1ENwlc,1989-12-15,-74,-3.235,1983-03-14,,,qH10DfSi,25,-9.353,KKm
AAAx07Pt7X9,5V3G2Dty,2009-06-10,-32,-2.39,1968-04-18,,,MyicFw45,-19,9.317,AAA
EEE2NuXyK4S,5v3PnZwC,1957-05-27,10,-2.451,1999-09-06,,,uRM7Eaw7,-10,3.46,EEE
KKiL3PaW1X,5vA8xD9i,1965-12-27,4,3.298,1985-01-03,,,yWg2smQY,-85,-9.051,KKi
KKMByVpt5G,5VAo31E6,1958-12-27,-5,5.836,1969-07-09,,,Gz6PL03t,-7,6.878,KKM
KKApHg0POX,5vaUyDzH,1955-10-15,23,2.288,1955-03-21,,,OStcx2p5,-30,-3.014,KKA
DDDDxf1KsAGT,5VBXjSPW,1974-03-27,-53,7.567,2016-08-01,,,NuIlC6Lv,-64,-5.147,DDD
GGFh50wjtD,5vCJcWh0,1996-05-08,-58,-7.865,2015-12-03,,,YWLGXkCy,54,-8.775,GGF
AAA5imcp7hX,5vckmSPD,1957-11-07,-56,-2.374,2017-03-10,,,UXjHOVB0,-46,3.884,AAA
DDDDRkCX0vMk,5vEvwBAY,2007-08-18,-100,-8.592,1975-02-20,,,Nn9Ao8SU,36,4.987,DDD
LLLQMfH4jWw,5Vewp2ZW,1989-12-30,82,1.763,1973-07-04,,,ITW6ANFl,11,5.274,LLL
EEEju6aTnMu,5Vi3TMWh,1953-04-22,-36,6.606,1995-04-14,,,kyCGLIWO,32,0.677,EEE
AAAtFrYarYi,5VkAVS5I,2006-05-23,31,-5.907,1961-10-25,,,JAhoteFb,-43,4.034,AAA
LLLkbrGgkCT,5vkCyaq5,1959-02-14,-23,7.902,1968-06-18,,,XoswYay8,-44,-9.488,LLL
AAAlzpJVOfD,5Vlz1LoV,2011-11-15,-86,-3.256,1967-08-02,,,X7QLsWje,90,1.588,AAA
LLLWlyqGZnU,5vlZWRNh,1994-11-20,53,-7,2012-01-05,,,AOGX5nvu,88,4.927,LLL
FFvOVowX3C,5vMT3yiQ,1992-05-13,-45,-2.722,1986-11-21,,,DcVno5rA,-35,-1.166,FFv
DDDDqB92e7zN,5vNBzQXw,2009-10-01,64,9.38,1992-02-10,,,FCJttPuM,83,6.622,DDD
HHHCxE9P7nB,5VpgNRLf,1953-09-29,-15,2.974,1990-04-02,,,6BsjF5RW,15,2.912,HHH
KKXJSb6IB9,5VQqzOIv,1963-01-07,-20,9.735,1957-05-29,,,Sixc8EpH,-54,0.626,KKX
BBBKVvvwzAf,5vquGV59,2004-11-19,-64,-6.271,1995-09-04,,,riWFlQS6,64,-3.121,BBB
EEEg0HRVggp,5vRA5n3q,1999-03-03,-23,-9.385,1958-10-06,,,HUUj6EQy,20,8.792,EEE
GGPgiCy5a1,5vVuRcTB,1985-06-20,54,6.895,1953-10-14,,,luGSV8bu,-79,7.417,GGP
